bag,flipper,gait,run,axis,samples,raw_min,raw_max,clean_min,clean_max,clean_p0_5,clean_p99_5,average_interval_source,average_duration_s,clean_abs_mean,clean_abs_impulse_ns,clean_abs_p99_5,clean_abs_max,max_to_p99_5_ratio,abs_peak_time_s
rib_flipper_vansh_experimental_sinusoidalYaw_4_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,4,Fz,85840,-8.479808807373047,7.1793999671936035,-4.082000255584717,2.3008437156677246,-4.071320533752441,2.2871713638305664,servo_activity,8.16007924079895,1.2523107179168682,10.218954692303466,4.071320533752441,4.082000255584717,1.0026231591798624,0.8428621292114258
rib_flipper_vansh_experimental_sinusoidalYaw_4_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,4,Net,85840,0.03670436143875122,9.396441459655762,0.3417105293498003,7.206226064912276,0.3643882906290536,7.184692651651373,servo_activity,8.16007924079895,4.10053697877073,33.46070667659548,7.184692651651373,7.206226064912276,1.0029971237887194,0.35875844955444336
rib_flipper_vansh_experimental_sinusoidalYaw_5_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,5,Fx,87040,-5.257322788238525,4.94471549987793,-4.813635349273682,3.799889326095581,-4.138130781650543,3.7946949005126953,servo_activity,8.263181447982788,2.2425699929948664,18.53076276191807,4.13813078165054,4.813635349273682,1.163239057261914,0.0
rib_flipper_vansh_experimental_sinusoidalYaw_5_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,5,Fy,87040,-6.548703193664551,7.361927032470703,-5.381706237792969,6.721996307373047,-5.377599716186523,6.625947940349578,servo_activity,8.263181447982788,3.152501185994879,26.04968931485662,6.625947940349578,6.721996307373047,1.014495792585174,8.675358295440674
rib_flipper_vansh_experimental_sinusoidalYaw_5_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,5,Fz,87040,-7.715927600860596,3.1289174556732178,-4.211880207061768,1.7575156688690186,-4.206099510192871,1.7539204359054565,servo_activity,8.263181447982788,1.7926754449087638,14.813202478624389,4.206099510192871,4.211880207061768,1.0013743604626775,7.380316734313965
rib_flipper_vansh_experimental_sinusoidalYaw_5_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,5,Net,87040,0.024290280416607857,8.184215545654297,0.05331379703205277,7.35639353759464,0.21172300059807905,7.260306348239658,servo_activity,8.263181447982788,4.537700948351424,37.49584629291139,7.260306348239658,7.35639353759464,1.0132345915924441,8.69570541381836
rib_flipper_vansh_experimental_sinusoidalYaw_6_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,6,Fx,87360,-5.20415735244751,4.089362621307373,-4.427630424499512,3.2786405086517334,-4.4215168952941895,3.261868476867676,servo_activity,8.318760395050049,2.019213932669173,16.797356892221572,4.4215168952941895,4.427630424499512,1.0013826768844487,5.502289533615112
rib_flipper_vansh_experimental_sinusoidalYaw_6_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,6,Fy,87360,-7.7101731300354,8.410072326660156,-5.162976264953613,6.13631010055542,-5.15455961227417,6.1255717277526855,servo_activity,8.318760395050049,3.228032172823185,26.853226193228863,6.1255717277526855,6.13631010055542,1.001753040088337,8.60163688659668
rib_flipper_vansh_experimental_sinusoidalYaw_6_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,6,Fz,87360,-7.672865867614746,3.1768972873687744,-4.5162577629089355,1.8652489185333252,-4.512472152709961,1.8588440036773684,servo_activity,8.318760395050049,1.723071665775724,14.333820331088006,4.512472152709961,4.5162577629089355,1.0008389215646907,7.343140363693237
rib_flipper_vansh_experimental_sinusoidalYaw_6_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,6,Net,87360,0.04570091515779495,8.708414077758789,0.040120632709895666,7.7806834529008855,0.2127312594662645,7.718706901254941,servo_activity,8.318760395050049,4.486772348985762,37.32438411834843,7.718706901254941,7.7806834529008855,1.0080293956538067,5.4821038246154785
